6,Länskod,Länsnamn,Kommunkod ,Kommunnamn,Tätortskod,Beteckning på tätort,Del av tätort i annan kommun: 1=Ja,Befolkning 2020-12-31,"Andel av total befolkning i kommun 2020-12-31",Landareal i hektar,Andel av total landareal kommun 
430,05,Östergötland,0583,Motala,0583TB107,Nykyrka,,398,0.009120073327222731,56,0.0005679246647716008
431,05,Östergötland,0583,Motala,0583TB108,Tjällmo,,494,0.011319890009165903,72,0.0007297502596365099
432,05,Östergötland,0583,Motala,0583TB110,Österstad,,315,0.007218148487626031,43,0.0004368251396299667
433,05,Östergötland,0583,Motala,0583TB130,Södra Freberga,,220,0.005041246562786435,22,0.00022190846898741202
434,05,Östergötland,0583,Motala,0583TC106,Motala,,31340,0.7181484876260311,2020,0.020550576907289446
435,05,Östergötland,0584,Vadstena,0584TC102,Vadstena,,5734,0.7724639633571332,373,0.019452961939800343
436,05,Östergötland,0586,Mjölby,0586TB101,Hogstad,,230,0.008226037195994278,45,0.0008188823394538188
437,05,Östergötland,0586,Mjölby,0586TB102,Mantorp,,3973,0.1420958512160229,354,0.006477961754370953
438,05,Östergötland,0586,Mjölby,0586TB104,Skänninge,,3390,0.12124463519313304,313,0.005720004519878139
439,05,Östergötland,0586,Mjölby,0586TB105,Spångsholm,,292,0.01044349070100143,31,0.0005588723269729579
440,05,Östergötland,0586,Mjölby,0586TB106,Sya,,294,0.010515021459227468,36,0.0006612241629174717
441,05,Östergötland,0586,Mjölby,0586TB107,Väderstad,,569,0.02035050071530758,122,0.0022376870803525357
442,05,Östergötland,0586,Mjölby,0586TC103,Mjölby,,13959,0.4992489270386266,925,0.016904380807778285
443,06,Jönköping,0604,Aneby,0604TB102,Frinnaryd,,228,0.033426183844011144,55,0.001061351782398586
444,06,Jönköping,0604,Aneby,0604TB103,Sundhultsbrunn,,312,0.045741093681278405,46,0.0008821722283183855
445,06,Jönköping,0604,Aneby,0604TC101,Aneby,,3668,0.5377510628940038,408,0.007886121653578212
446,06,Jönköping,0617,Gnosjö,0617TB102,Hillerstorp,,1758,0.18285833159975037,258,0.006129329581837587
447,06,Jönköping,0617,Gnosjö,0617TB103,Kulltorp,,368,0.03827751196172249,81,0.0019227033978430803
448,06,Jönköping,0617,Gnosjö,0617TB105,Nissafors,,301,0.03130850842521323,50,0.0011819494461217106
449,06,Jönköping,0617,Gnosjö,0617TB106,Törestorp,,274,0.028500104014978156,90,0.002146371112721794
450,06,Jönköping,0617,Gnosjö,0617TC101,Gnosjö,,4474,0.4653630122737674,520,0.012376202542722727
451,06,Jönköping,0642,Mullsjö,0642TB102,Sandhem,,702,0.0950575490859851,111,0.005525220235754324
452,06,Jönköping,0642,Mullsjö,0642TC101,Mullsjö,1,5753,0.779011509817197,543,0.02712738818809775
453,06,Jönköping,0643,Habo,0642TC101,Mullsjö,1,2,0.0001588688537612201,2,6.786040566100058e-05
454,06,Jönköping,0643,Habo,0643TB101,Rödån,,276,0.021923901819048377,121,0.0036754675464197722
455,06,Jönköping,0643,Habo,0643TB102,Fagerhult,,322,0.025577885455556438,79,0.002408658996529838
456,06,Jönköping,0643,Habo,0643TB103,Furusjö,,346,0.02748431170069108,63,0.0019030302956502573
457,06,Jönköping,0643,Habo,0643TC104,Habo,,8753,0.6952895384859799,609,0.01853828822589449
458,06,Jönköping,0662,Gislaved,0662TB101,Anderstorp,,5202,0.1755356841572465,633,0.005566042705896456
459,06,Jönköping,0662,Gislaved,0662TB102,Broaryd,,285,0.009617006917496203,73,0.0006426508920537284
460,06,Jönköping,0662,Gislaved,0662TB103,Burseryd,,957,0.03229289691243462,194,0.001708496192479876
461,06,Jönköping,0662,Gislaved,0662TB105,Hestra,,1362,0.045959169900455545,208,0.0018276606708584582
462,06,Jönköping,0662,Gislaved,0662TB106,Reftele,,1313,0.04430571958832462,190,0.0016741690126797725
463,06,Jönköping,0662,Gislaved,0662TB107,Skeppshult,,378,0.01275518812215286,96,0.0008467845951437638
464,06,Jönköping,0662,Gislaved,0662TB108,Smålandsstenar,,4560,0.15387211067993925,537,0.004718619588269093
465,06,Jönköping,0662,Gislaved,0662TC104,Gislaved,,10269,0.3465159439851527,697,0.006128056827445631
466,06,Jönköping,0665,Vaggeryd,0665TB101,Bondstorp,,230,0.01582714010459675,57,0.0006855998679107175
467,06,Jönköping,0665,Vaggeryd,0665TB102,Hok,,670,0.046105147261216624,90,0.0010855227188474289
468,06,Jönköping,0665,Vaggeryd,0665TB103,Klevshult,,292,0.020093586567575008,66,0.0007956876049677014
469,06,Jönköping,0665,Vaggeryd,0665TC104,Skillingaryd,,4279,0.29445361959812827,441,0.0053501129717348815
470,06,Jönköping,0665,Vaggeryd,0665TC105,Vaggeryd,,5613,0.38625103220478946,533,0.00646198565977845
471,06,Jönköping,0643,Habo,0680TB101,Bankeryd,1,136,0.010803082055762967,62,0.0018857845126475671
472,06,Jönköping,0680,Jönköping,0680TB101,Bankeryd,1,8702,0.061097965975552386,689,0.004654192575537702
473,06,Jönköping,0680,Jönköping,0680TB103,Bottnaryd,,810,0.0056871239301536924,87,0.0005877956043421512
474,06,Jönköping,0680,Jönköping,0680TB104,Ölmstad,,434,0.0030471750440576578,79,0.0005346266825565401
475,06,Jönköping,0680,Jönköping,0680TB105,"Bosgård, Rudu och Gissebo",,226,0.0015867777879194254,63,0.00042639178266544523
476,06,Jönköping,0680,Jönköping,0680TB106,Gränna,,2716,0.01906941801765115,185,0.0012494966855561593
477,06,Jönköping,0680,Jönköping,0680TB108,Kaxholmen,,1792,0.01258188405288323,161,0.0010892940626460964
478,06,Jönköping,0680,Jönköping,0680TB109,Kortebo,,861,0.00604520210353374,110,0.0007415949865827855
479,06,Jönköping,0680,Jönköping,0680TB110,Lekeryd,,777,0.005455426288554838,79,0.0005314642464335612
480,06,Jönköping,0680,Jönköping,0680TB111,Barnarp och Odensjö,,2924,0.02052981527378938,201,0.0013606987761014143
481,06,Jönköping,0680,Jönköping,0680TB112,Ryd,,221,0.0015516720846468718,61,0.00041181728266949873
482,06,Jönköping,0680,Jönköping,0680TB113,Skärstad,,517,0.0036299297183820483,52,0.0003523471342829425
483,06,Jönköping,0680,Jönköping,0680TB114,Taberg,,4535,0.031840872868206166,397,0.0026803352006637
484,06,Jönköping,0680,Jönköping,0680TB115,Tenhult,,3150,0.022116593061708805,262,0.0017693833486016643
485,06,Jönköping,0680,Jönköping,0680TB117,Tunnerstad,,339,0.002380166681879138,133,0.0008993384624115316
486,06,Jönköping,0680,Jönköping,0680TB118,Öggestorp,,245,0.0017201794603551293,40,0.00027148983777736346
487,06,Jönköping,0680,Jönköping,0680TB119,Örserum,,369,0.00259080090151446,72,0.0004854011787691834
488,06,Jönköping,0680,Jönköping,0680TB156,Tovrida udde*,,203,0.0014252915528656786,51,0.00034388604690755505
489,06,Jönköping,0680,Jönköping,0680TB158,"Hulukvarn, Ulvstorp, Västersjön och Hedenstorp",,354,0.002485483791696799,241,0.001627239242582699
490,06,Jönköping,0680,Jönköping,0680TC107,Jönköping,,100579,0.7061793058900349,4764,0.0321865195502193
491,06,Jönköping,0682,Nässjö,0682TB101,Anneberg,,859,0.02721541044894338,118,0.0012682649722351351
492,06,Jönköping,0682,Nässjö,0682TB102,Bodafors,,2045,0.06479105281500491,242,0.002597497399395636
493,06,Jönköping,0682,Nässjö,0682TB103,Flisby,,209,0.006621677280359915,65,0.000694598956490029
494,06,Jönköping,0682,Nässjö,0682TB104,Forserum,,2128,0.06742071412730095,224,0.002411520322556647
495,06,Jönköping,0682,Nässjö,0682TB105,Fredriksdal,,306,0.009694895922440832,60,0.0006501166885480093
496,06,Jönköping,0682,Nässjö,0682TB106,Grimstorp,,336,0.010645375914836993,49,0.0005289515317871474
497,06,Jönköping,0682,Nässjö,0682TB107,Malmbäck,,1112,0.03523112505148433,194,0.002090653692385164
498,06,Jönköping,0682,Nässjö,0682TB109,Ormaryd,,213,0.0067484079460127366,63,0.0006762936689743492
499,06,Jönköping,0682,Nässjö,0682TB111,Solberga,,380,0.012039413237018027,75,0.0008020601430880688
500,06,Jönköping,0682,Nässjö,0682TB112,Stensjön,,264,0.008364223933086208,71,0.0007631671856407936
501,06,Jönköping,0682,Nässjö,0682TB113,Äng,,282,0.008934511928523904,52,0.0005545501223219366
502,06,Jönköping,0682,Nässjö,0682TC108,Nässjö,,18479,0.5854639926496213,1197,0.012870680190812762
503,06,Jönköping,0683,Värnamo,0683TB101,Bor,,1304,0.03776426295974515,168,0.0013814873362427461
504,06,Jönköping,0683,Värnamo,0683TB102,Bredaryd,,1537,0.04451201853460759,221,0.0018180719349925071
505,06,Jönköping,0683,Värnamo,0683TB103,Forsheda,,1460,0.042282073559223865,170,0.0013991493770389358
506,06,Jönköping,0683,Värnamo,0683TB104,Horda,,363,0.0105125977410947,71,0.0005798995615324369
507,06,Jönköping,0683,Värnamo,0683TB105,Hånger,,282,0.008166811468288444,45,0.0003679090256893067
508,06,Jönköping,0683,Värnamo,0683TB106,Kärda,,333,0.009643788010425716,45,0.00036736387051948023
509,06,Jönköping,0617,Gnosjö,0683TB107,Lanna,1,3,0.00031204493447056374,2,4.4247008981141695e-05
510,06,Jönköping,0683,Värnamo,0683TB107,Lanna,1,351,0.010165073848827108,106,0.0008693868237722188
511,06,Jönköping,0683,Värnamo,0683TB108,Rydaholm,,1629,0.0471763683753258,173,0.0014220820733986067
512,06,Jönköping,0683,Värnamo,0683TB111,Åminne,,219,0.00634231103388358,38,0.00031391235171142134
513,06,Jönköping,0683,Värnamo,0683TB117,Ekenhaga,,220,0.006371271358239212,20,0.00016728041162093215
514,06,Jönköping,0683,Värnamo,0683TC110,Värnamo,,19822,0.574051549377353,1214,0.009984151031827442
515,06,Jönköping,0684,Sävsjö,0684TB101,Rörvik,,590,0.05033700196228991,122,0.0018026084202929502
516,06,Jönköping,0684,Sävsjö,0684TB102,Stockaryd,,1047,0.08932684924494497,160,0.002355133992679927
517,06,Jönköping,0684,Sävsjö,0684TB104,Vrigstad,,1509,0.12874328128999232,218,0.0032151173494561498
518,06,Jönköping,0684,Sävsjö,0684TC103,Sävsjö,,5605,0.47820151864175414,482,0.007105861213187914
519,06,Jönköping,0685,Vetlanda,0685TB101,Björköby,,326,0.011853683368482292,85,0.0005639133402072011
520,06,Jönköping,0685,Vetlanda,0685TB102,Ekenässjön,,1545,0.05617773252854338,217,0.0014474048793708177
521,06,Jönköping,0685,Vetlanda,0685TB103,Holsbybrunn,,846,0.030761399170969383,124,0.0008287634376529098
522,06,Jönköping,0685,Vetlanda,0685TB104,Kvillsfors,,493,0.017925969020434876,94,0.0006279830854592766
523,06,Jönköping,0685,Vetlanda,0685TB105,Landsbro,,1510,0.05490509781106829,214,0.001424915613596021
524,06,Jönköping,0685,Vetlanda,0685TB106,Myresjö,,724,0.02632535815577049,119,0.0007943629928800211
525,06,Jönköping,0685,Vetlanda,0685TB108,Pauliström,,218,0.007926696240273435,69,0.00045901631258293086
526,06,Jönköping,0685,Vetlanda,0685TB109,Sjunnen,,421,0.015307977601628973,57,0.0003829087445717318
527,06,Jönköping,0685,Vetlanda,0685TB110,Skede,,297,0.010799214602574358,92,0.0006115080652412667
528,06,Jönköping,0685,Vetlanda,0685TB112,Korsberga,,750,0.027270743945894845,125,0.0008320161826730939
529,06,Jönköping,0685,Vetlanda,0685TC111,Vetlanda,,13674,0.4972002036215548,1121,0.0074737815753724
530,06,Jönköping,0686,Eksjö,0686TB101,Bruzaholm,,238,0.013379806611198562,74,0.0009302869023441189
531,06,Jönköping,0686,Eksjö,0686TB103,Hjältevad,,383,0.021531369462559027,81,0.0010127279334637253
532,06,Jönköping,0686,Eksjö,0686TB104,Hult,,430,0.02417360017989656,60,0.0007540285732692755
533,06,Jönköping,0686,Eksjö,0686TB105,Ingatorp,,467,0.0262536541488644,110,0.001376047916925981
534,06,Jönköping,0686,Eksjö,0686TB106,Mariannelund,,1591,0.08944232066561728,223,0.002783495030858155
535,06,Jönköping,0686,Eksjö,0686TC102,Eksjö,,11023,0.6196874297279065,922,0.011531636567429775
536,06,Jönköping,0687,Tranås,0687TB101,Gripenberg,,271,0.014336348727715177,55,0.0013768162202349532
537,06,Jönköping,0687,Tranås,0687TB102,"Hätte, Seglarvik och Sandvik",,259,0.013701528857853251,76,0.0019000918341163368
538,06,Jönköping,0687,Tranås,0687TB103,Sommen,,766,0.040522668359519655,112,0.0027780751698384667
539,06,Jönköping,0687,Tranås,0687TB108,Norraby,,250,0.013225413955456806,35,0.0008588564031877889
540,06,Jönköping,0687,Tranås,0687TC104,Tranås,,14789,0.7823625879490028,1042,0.025873771684538752
541,07,Kronoberg,0760,Uppvidinge,0760TB101,Alstermo,,875,0.09212465782269952,184,0.0015697614137760215
542,07,Kronoberg,0760,Uppvidinge,0760TB103,Lenhovda,,1769,0.18624973678669193,240,0.002044305517687774
543,07,Kronoberg,0760,Uppvidinge,0760TB104,Norrhult-Klavreström,1,1215,0.1279216677195199,286,0.002436799206035292
544,07,Kronoberg,0780,Växjö,0760TB104,Norrhult-Klavreström,1,2,2.1083924561717917e-05,2,1.1596219618469791e-05
545,07,Kronoberg,0760,Uppvidinge,0760TB106,Älghult,,457,0.048115392714255634,100,0.0008514435198305571
546,07,Kronoberg,0760,Uppvidinge,0760TC105,Åseda,,2740,0.2884817856390819,325,0.002775463042965318
547,07,Kronoberg,0761,Lessebo,0761TB101,Hovmantorp,,3202,0.3699595609474292,285,0.006899016593872491
548,07,Kronoberg,0761,Lessebo,0761TB102,Kosta,,915,0.10571923743500866,173,0.004202485045056925
549,07,Kronoberg,0761,Lessebo,0761TB104,Skruv,,524,0.06054303870595032,122,0.002968809802501916
550,07,Kronoberg,0761,Lessebo,0761TC103,Lessebo,,3059,0.3534373194685153,352,0.008534722203706215
551,07,Kronoberg,0763,Tingsryd,0763TB103,Konga,,458,0.0370280540059827,100,0.0009599926934288345
552,07,Kronoberg,0763,Tingsryd,0763TB104,Linneryd,,449,0.036300428490581294,127,0.0012143919538874176
553,07,Kronoberg,0763,Tingsryd,0763TB105,Ryd,,1450,0.11722855525911553,232,0.002225354491243603
554,07,Kronoberg,0763,Tingsryd,0763TB106,Rävemåla,,302,0.02441587840569165,81,0.0007764026472151548
555,07,Kronoberg,0763,Tingsryd,0763TB108,Urshult,,967,0.0781793192659067,224,0.0021397090697984336
556,07,Kronoberg,0763,Tingsryd,0763TB109,Väckelsång,,979,0.07914948661977525,144,0.0013765304356217554
557,07,Kronoberg,0763,Tingsryd,0763TC107,Tingsryd,,3197,0.2584687525264775,417,0.003995522618969207
558,07,Kronoberg,0764,Alvesta,0764TB102,Grimslöv,,601,0.029717167721518986,84,0.0008639068770170551
559,07,Kronoberg,0764,Alvesta,0764TB103,Hjortsberga,,253,0.01250988924050633,63,0.0006428816806785498
560,07,Kronoberg,0764,Alvesta,0764TB104,Moheda,,1863,0.0921182753164557,258,0.002652004616806498
561,07,Kronoberg,0764,Alvesta,0764TB105,Torpsbruk,,346,0.017108386075949368,64,0.0006616895614465035
562,07,Kronoberg,0764,Alvesta,0764TB106,Vislanda,,1831,0.09053599683544304,256,0.0026305365897931286
563,07,Kronoberg,0764,Alvesta,0764TC101,Alvesta,,9255,0.4576246044303797,649,0.0066620903800857206
564,07,Kronoberg,0765,Älmhult,0765TB101,Delary,,210,0.011742339521359875,46,0.0005184902851575284
565,07,Kronoberg,0765,Älmhult,0765TB102,Diö,,932,0.05211362111384478,160,0.0017975047115980892
566,07,Kronoberg,0765,Älmhult,0765TB103,Eneryda,,330,0.0184522478192798,68,0.000763228354892549
567,07,Kronoberg,0765,Älmhult,0765TB105,Liatorp,,540,0.030194587340639678,90,0.0010071982842168932
568,07,Kronoberg,0765,Älmhult,0765TC106,Älmhult,,11003,0.6152426750167748,1024,0.011503688758489691
569,07,Kronoberg,0767,Markaryd,0767TB102,Strömsnäsbruk,,2354,0.22693531283138918,336,0.00649268496731824
570,07,Kronoberg,0767,Markaryd,0767TB104,Traryd,,751,0.0723994986985443,176,0.0034095240563249106
571,07,Kronoberg,0767,Markaryd,0767TC101,Markaryd,,5123,0.49387833799286607,698,0.013493692716992524
572,07,Kronoberg,0780,Växjö,0780TB102,Braås,,1779,0.01875415089764809,155,0.0009295691287381108
573,07,Kronoberg,0780,Växjö,0780TB103,Furuby,,383,0.004037571553568982,61,0.00036835841969524215
574,07,Kronoberg,0780,Växjö,0780TB104,Gemla,,1141,0.012028378962460073,190,0.0011406901428829784
575,07,Kronoberg,0780,Växjö,0780TB105,Ingelstad,,1894,0.019966476559946867,226,0.001359931658055552
576,07,Kronoberg,0780,Växjö,0780TB106,Lammhult,,1751,0.018458975953784037,194,0.0011650696648293232
577,07,Kronoberg,0780,Växjö,0780TB107,Nöbbele,,245,0.002582780758810445,53,0.00031803533847443537
578,07,Kronoberg,0780,Växjö,0780TB108,Rottne,,2434,0.025659136191610706,198,0.0011881398160478278
579,07,Kronoberg,0780,Växjö,0780TB109,Tävelsås,,364,0.0038372742702326612,67,0.0003995730970924222
580,07,Kronoberg,0780,Växjö,0780TB111,Åby,,418,0.0044065402333990445,60,0.0003616427893704804
581,07,Kronoberg,0780,Växjö,0780TB112,Åryd,,676,0.007126366501860657,81,0.0004888811901627338
582,07,Kronoberg,0780,Växjö,0780TB138,Öja,,397,0.004185159025501007,59,0.00035500464015759535
583,07,Kronoberg,0780,Växjö,0780TC110,Växjö,,71282,0.7514521553041883,3723,0.022360508321741697
584,07,Kronoberg,0781,Ljungby,0781TB101,Agunnaryd,,230,0.008098306397662054,59,0.00033762400969318383
585,07,Kronoberg,0781,Ljungby,0781TB102,Angelstad,,239,0.008415196648005352,61,0.00035068392487896965
586,07,Kronoberg,0781,Ljungby,0781TB103,Kånna,,314,0.0110559487341995,47,0.0002707682516419724
587,07,Kronoberg,0781,Ljungby,0781TB104,Lagan,,1642,0.05781486567374388,246,0.001409088584179784
588,07,Kronoberg,0781,Ljungby,0781TB105,Lidhult,,676,0.023801978803563256,130,0.0007432428798660585
589,07,Kronoberg,0781,Ljungby,0781TB107,Ryssby,,776,0.02732298158515545,158,0.0009062701209485342
590,07,Kronoberg,0781,Ljungby,0781TB108,Vittaryd,,326,0.011478469067990564,82,0.00047084807463083304
591,07,Kronoberg,0781,Ljungby,0781TC106,Ljungby,,16098,0.5668110277807119,1238,0.0070840041984878265
592,08,Kalmar,0821,Högsby,0821TB101,Berga,,732,0.1277264002791834,144,0.0019201390012799594
593,08,Kalmar,0821,Högsby,0821TB103,Fågelfors,,390,0.06805095096841737,138,0.001838817817771016
594,08,Kalmar,0821,Högsby,0821TB106,Ruda,,612,0.10678764613505497,128,0.0017099160826660133
595,08,Kalmar,0821,Högsby,0821TC105,Högsby,,1971,0.34391903681730934,264,0.0035125156698128175
596,08,Kalmar,0834,Torsås,0834TB101,Bergkvara,,1221,0.17079311791859,252,0.005377032466740968
597,08,Kalmar,0834,Torsås,0834TB102,Söderåkra,,934,0.13064764302699677,159,0.0033917904449914478
598,08,Kalmar,0834,Torsås,0834TC103,Torsås,,2042,0.28563435445516855,325,0.006932368908043241
599,08,Kalmar,0840,Mörbylånga,0840TB101,Algutsrum,,871,0.05624071802156647,175,0.002627407401293452
600,08,Kalmar,0840,Mörbylånga,0840TB103,Degerhamn,,313,0.020210499128301154,99,0.001478412831569888
601,08,Kalmar,0840,Mörbylånga,0840TB104,Färjestaden,,6130,0.39581584554787885,687,0.01031663981667471
602,08,Kalmar,0840,Mörbylånga,0840TB105,Glömminge och Strandskogen,,885,0.05714470200813586,276,0.004146159000474971
603,08,Kalmar,0840,Mörbylånga,0840TB107,Gårdby,,261,0.016852844321043454,75,0.0011210290587695927
604,08,Kalmar,0840,Mörbylånga,0840TB108,Kastlösa,,219,0.014140892361335313,102,0.0015323329178900484
605,08,Kalmar,0840,Mörbylånga,0840TB112,Skogsby,,979,0.0632143087751017,264,0.0039582865928373175
606,08,Kalmar,0840,Mörbylånga,0840TB113,Vickleby,,456,0.02944404984825983,148,0.002225550437340973
607,08,Kalmar,0840,Mörbylånga,0840TB134,Stora Frö och Haga park,,233,0.015044876347904695,123,0.0018403212094426935
608,08,Kalmar,0840,Mörbylånga,0840TC109,Mörbylånga,,1802,0.1163556531284303,233,0.0034926649623737444
609,08,Kalmar,0860,Hultsfred,0860TB102,Järnforsen,,426,0.030197774154674985,133,0.0011853535712903634
610,08,Kalmar,0860,Hultsfred,0860TB104,Målilla,,1429,0.1012972283263628,324,0.0028896743868862375
611,08,Kalmar,0860,Hultsfred,0860TB105,Mörlunda,,828,0.058694265258382367,235,0.0020919011256922224
612,08,Kalmar,0860,Hultsfred,0860TB106,Rosenfors,,288,0.020415396611611257,73,0.0006497870791583319
613,08,Kalmar,0860,Hultsfred,0860TB107,Silverdalen,,666,0.04721060466435103,126,0.0011246668068365076
614,08,Kalmar,0860,Hultsfred,0860TB108,Vena,,386,0.02736230240306231,88,0.0007829216780505621
615,08,Kalmar,0860,Hultsfred,0860TB109,Virserum,,1844,0.1307152477493443,294,0.002617645028972892
616,08,Kalmar,0860,Hultsfred,0860TC101,Hultsfred,,5675,0.4022825547600482,552,0.004924687243813312
617,08,Kalmar,0861,Mönsterås,0861TB101,Blomstermåla,,2322,0.17506031363088057,381,0.006361464901657828
618,08,Kalmar,0861,Mönsterås,0861TB103,Fliseryd,,716,0.05398069963811822,140,0.0023351233975028186
619,08,Kalmar,0861,Mönsterås,0861TB105,Oknö,,377,0.028422798552472858,142,0.0023792708898818225
620,08,Kalmar,0861,Mönsterås,0861TB106,Timmernabben,,1412,0.10645355850422196,218,0.0036478055706351525
621,08,Kalmar,0861,Mönsterås,0861TC104,Mönsterås,,5186,0.39098311218335347,512,0.008549062513049651
622,08,Kalmar,0862,Emmaboda,0862TB104,Johansfors,,415,0.04433760683760684,152,0.002208065089034602
623,08,Kalmar,0862,Emmaboda,0862TB105,Långasjö,,342,0.03653846153846154,82,0.0011943224622930236
624,08,Kalmar,0862,Emmaboda,0862TB106,Vissefjärda,,643,0.0686965811965812,104,0.0015080324986848556
625,08,Kalmar,0862,Emmaboda,0862TC102,Emmaboda,,5054,0.5399572649572649,591,0.008568999368933638
626,08,Kalmar,0880,Kalmar,0880TB102,Dunö,,435,0.006185215202832402,60,0.0006254697269418326
627,08,Kalmar,0880,Kalmar,0880TB103,Hagby,,834,0.01185855052680971,267,0.002797120005154054
628,08,Kalmar,0880,Kalmar,0880TB104,Halltorp,,274,0.0038959746335082254,69,0.0007220611696647961
629,08,Kalmar,0880,Kalmar,0880TB106,Lindsdal,,5977,0.08498627877546958,409,0.00427396347357282
630,08,Kalmar,0880,Kalmar,0880TB107,Ljungbyholm,,1831,0.026034779393991098,215,0.002247797029014352
631,08,Kalmar,0880,Kalmar,0880TB108,Läckeby,,955,0.013579035675183778,123,0.001288042783665917
632,08,Kalmar,0880,Kalmar,0880TB109,Påryd,,666,0.009469777758819263,125,0.0013072554392105095
633,08,Kalmar,0880,Kalmar,0880TB110,Rinkabyholm,,1659,0.023589131083905642,130,0.0013593398293096225
634,08,Kalmar,0880,Kalmar,0880TB111,Rockneby,,980,0.013934507813277595,176,0.0018362675949541313
635,08,Kalmar,0880,Kalmar,0880TB112,Smedby,,3730,0.053036443003597375,312,0.0032649696080262677
636,08,Kalmar,0880,Kalmar,0880TB113,Drag,,576,0.008190078061681526,161,0.0016880153400033427
637,08,Kalmar,0880,Kalmar,0880TB114,Trekanten,,1579,0.02245162024200543,276,0.002883101083669076
638,08,Kalmar,0880,Kalmar,0880TB115,Tvärskog,,391,0.005559584239787286,79,0.0008291500224966914
639,08,Kalmar,0880,Kalmar,0880TB116,Vassmolösa,,531,0.007550228213112656,127,0.001329051396834315
640,08,Kalmar,0880,Kalmar,0880TB117,Åmunnen,,353,0.005019266589884685,38,0.0003953100621393966
641,08,Kalmar,0880,Kalmar,0880TB137,Revsudden,,206,0.0029290904178930453,56,0.000580498307466496
642,08,Kalmar,0880,Kalmar,0880TC105,Kalmar,,41852,0.5950887969400959,2052,0.021458873307963287
643,08,Kalmar,0881,Nybro,0881TB101,Alsterbro,,416,0.020519903319686283,99,0.0008457043164905211
644,08,Kalmar,0881,Nybro,0881TB102,Bäckebo,,226,0.011147832091944952,90,0.0007678563930439378
645,08,Kalmar,0881,Nybro,0881TB103,Flerohopp,,200,0.009865338134464559,51,0.0004326296614789672
646,08,Kalmar,0881,Nybro,0881TB104,Flygsfors,,225,0.011098505401272628,48,0.0004116997536272305
647,08,Kalmar,0881,Nybro,0881TB105,Kristvallabrunn,,221,0.010901198638583338,62,0.0005249938466548846
648,08,Kalmar,0881,Nybro,0881TB108,Orrefors,,759,0.037438958220293,133,0.001136772902477417
649,08,Kalmar,0881,Nybro,0881TB109,Örsjö,,363,0.017905588714053174,81,0.0006951803518996511
650,08,Kalmar,0881,Nybro,0881TC107,Nybro,,13599,0.6707936664529177,1163,0.009924637311085479
651,08,Kalmar,0882,Oskarshamn,0882TB101,Bockara,,354,0.0130401149298265,99,0.0009421126700759964
652,08,Kalmar,0861,Mönsterås,0882TB102,Emsfors,1,41,0.0030910735826296743,23,0.00037668183906126027
653,08,Kalmar,0882,Oskarshamn,0882TB102,Emsfors,1,276,0.010166869267322355,48,0.0004600606151253213
654,08,Kalmar,0882,Oskarshamn,0882TB103,Figeholm,,837,0.030832136147640625,115,0.001101561128284419
655,08,Kalmar,0882,Oskarshamn,0882TB104,Fårbo,,508,0.018712933289129555,86,0.0008192901535039987
656,08,Kalmar,0882,Oskarshamn,0882TB105,Kristdala,,974,0.035878734298449184,181,0.0017348526259860094
657,08,Kalmar,0882,Oskarshamn,0882TB109,Påskallavik,,1081,0.03982023796367923,125,0.0011978812630561025
658,08,Kalmar,0882,Oskarshamn,0882TB112,Stångehamn,,215,0.007919843813312705,85,0.000808884480485227
659,08,Kalmar,0882,Oskarshamn,0882TC108,Oskarshamn,,18921,0.6969830920543707,1512,0.01446159990115519
660,08,Kalmar,0883,Västervik,0883TB102,Ankarsrum,,1278,0.03486563906697586,167,0.0008904417047642914
661,08,Kalmar,0883,Västervik,0883TB104,Edsbruk,,303,0.008266266539353431,68,0.0003652339839492633
662,08,Kalmar,0883,Västervik,0883TB105,Gamleby,,2826,0.07709725821852408,360,0.0019195685110484889
663,08,Kalmar,0883,Västervik,0883TB106,Gunnebo,,1018,0.027772473059609875,160,0.0008515454138343364
664,08,Kalmar,0883,Västervik,0883TB107,Hjorted,,335,0.00913927158641386,65,0.00034585200860467704
665,08,Kalmar,0883,Västervik,0883TB109,Loftahammar,,478,0.013040512890465148,278,0.0014827549993660476
666,08,Kalmar,0883,Västervik,0883TB110,Piperskärr,,654,0.017842040649297505,105,0.0005579528586986173
667,08,Kalmar,0883,Västervik,0883TB111,Totebo,,221,0.006029191106261083,47,0.0002532688039473252
668,08,Kalmar,0883,Västervik,0883TB113,Överum,,1155,0.031510025917337335,167,0.0008897639946602847
669,08,Kalmar,0883,Västervik,0883TC112,Västervik,,21472,0.5857863865775474,1444,0.0077033226365420425
670,08,Kalmar,0884,Vimmerby,0884TB101,Frödinge,,302,0.01927003573251659,92,0.0008110790062524952
671,08,Kalmar,0884,Vimmerby,0884TB102,Gullringen,,509,0.032478305257784584,116,0.00102046848457505
672,08,Kalmar,0884,Vimmerby,0884TB104,Storebro,,1025,0.06540326697294538,144,0.0012623921986596883
673,08,Kalmar,0884,Vimmerby,0884TB105,Södra Vi,,1162,0.07414497192445126,172,0.0015106308557940656
674,08,Kalmar,0884,Vimmerby,0884TB106,Tuna,,240,0.015313935681470138,41,0.00035650133911875674
675,08,Kalmar,0884,Vimmerby,0884TC107,Vimmerby,,8231,0.5252041858090862,791,0.006937026335417499
676,08,Kalmar,0885,Borgholm,0885TB103,Rälla,,412,0.03802141011443337,107,0.0015798691175345338
