,Distriktskod,Distrikt,Antal områden,Forsamlingskod,Församling,Andel församling
465,102016.0,Ramdala,2.0,108012,Ramdala,99.68
466,,,,108012,Ramdala,99.9899999999999
467,102017.0,Jämshög,,106002,Jämshög,99.9899999999999
468,102018.0,Asarum,,108205,Asarum,99.9599999999999
469,102019.0,Hällaryd,,108203,Hällaryd,99.95
470,102020.0,Åryd,,108203,Hällaryd,2.56
471,102020.0,Åryd,,108204,Åryd,97.43
472,102021.0,Bräkne-Hoby,,108110,Bräkne-Hoby,99.9899999999999
473,102022.0,Ronneby,,108101,Ronneby,100
474,102023.0,Edestad,2.0,108101,Ronneby,100
475,,,,108101,Ronneby,100
476,102024.0,Hjortsberga,,108101,Ronneby,100
477,102025.0,Lösen,,108006,Lyckå,100
478,102026.0,Augerum,2.0,108006,Lyckå,100
479,,,,108006,Lyckå,100
480,102027.0,Jämjö,,108009,Jämjö,99.9899999999999
481,102028.0,Kristianopel,,108008,Kristianopel,100
482,102029.0,Kyrkhult,,106003,Kyrkhult,99.98
483,102030.0,Ringamåla,,108202,Ringamåla,99.98
484,102031.0,Backaryd,,108101,Ronneby,100
485,102032.0,Tving,,108101,Ronneby,3.55
486,102032.0,Tving,,108015,Fridlevstad,96.45
487,102033.0,Fridlevstad,2.0,108015,Fridlevstad,100
488,,,,108015,Fridlevstad,100
489,102034.0,Rödeby,,108014,Rödeby,100
490,102035.0,Flymen,,108006,Lyckå,100
491,102036.0,Öljehult,,108101,Ronneby,99.9899999999999
492,102037.0,Eringsboda,,108101,Ronneby,100
493,102038.0,Sillhövda,,108015,Fridlevstad,100
494,103001.0,Ås,,084008,Sydöland,100
495,103002.0,Ventlinge,,084008,Sydöland,100
496,103003.0,Södra Möckleby,,084008,Sydöland,100
497,103004.0,Gräsgård,,084008,Sydöland,100
498,103005.0,Segerstad,,084008,Sydöland,99.95
499,103006.0,Smedby,,084008,Sydöland,99.95
500,103007.0,Kastlösa,,084003,Mörbylånga-Kastlösa,100
501,103008.0,Hulterstad,,084005,Hulterstad-Stenåsa,99.89
502,103009.0,Mörbylånga,,084001,Resmo-Vickleby,0.84
503,103009.0,Mörbylånga,,084003,Mörbylånga-Kastlösa,99.1599999999999
504,103010.0,Resmo,,084001,Resmo-Vickleby,100
505,103011.0,Stenåsa,,084005,Hulterstad-Stenåsa,99.5799999999999
506,103012.0,Vickleby,,084001,Resmo-Vickleby,99.9899999999999
507,103013.0,Sandby,,084016,"Norra Möckleby, Sandby och Gårdby",99.9699999999999
508,103014.0,Torslunda,,084015,Torslunda,99.8299999999999
509,103015.0,Gårdby,2.0,084016,"Norra Möckleby, Sandby och Gårdby",99.9899999999999
510,,,,084016,"Norra Möckleby, Sandby och Gårdby",100
511,103016.0,Norra Möckleby,,084016,"Norra Möckleby, Sandby och Gårdby",99.9899999999999
512,103017.0,Algutsrum,,084015,Torslunda,3.46
513,103017.0,Algutsrum,,084014,Algutsrum,96.51
514,103018.0,Glömminge,,084013,Glömminge,99.8199999999999
515,103019.0,Runsten,,088510,"Gärdslösa, Långlöt och Runsten",100
516,103020.0,Långlöt,,088509,Räpplinge-Högsrum,1.38
517,103020.0,Långlöt,,088510,"Gärdslösa, Långlöt och Runsten",98.62
518,103021.0,Högsrum,,088510,"Gärdslösa, Långlöt och Runsten",5.03
519,103021.0,Högsrum,,088509,Räpplinge-Högsrum,94.9699999999999
520,103022.0,Gärdslösa,,088510,"Gärdslösa, Långlöt och Runsten",99.7199999999999
521,103023.0,Bredsättra,,088507,Köpingsvik,99.9599999999999
522,103024.0,Räpplinge,,088507,Köpingsvik,1.83
523,103024.0,Räpplinge,,088509,Räpplinge-Högsrum,98.14
524,103025.0,Borgholm,,088507,Köpingsvik,3.98
525,103025.0,Borgholm,,088501,Borgholm,96.01
526,103026.0,Köping,,088507,Köpingsvik,99.65
527,103027.0,Egby,,088502,Föra-Alböke-Löt,0.6
528,103027.0,Egby,,088507,Köpingsvik,99.4
529,103028.0,Löt,,088502,Föra-Alböke-Löt,99.68
530,103029.0,Alböke,,088502,Föra-Alböke-Löt,100
531,103030.0,Föra,,088514,Nordöland,1.18
532,103030.0,Föra,,088502,Föra-Alböke-Löt,98.8199999999999
533,103031.0,Persnäs,,088514,Nordöland,100
534,103032.0,Källa,,088514,Nordöland,100
535,103033.0,Högby,,088514,Nordöland,100
536,103034.0,Böda,,088514,Nordöland,100
537,104001.0,Östra Karup,,127801,Båstad-Östra Karup,99.9699999999999
538,104002.0,Hasslöv,,138103,Hasslöv-Våxtorp,99.9899999999999
539,104003.0,Skummeslöv,,138101,Laholm,0.62
540,104003.0,Skummeslöv,,138105,Skummeslöv,99.37
541,104004.0,Våxtorp,,138103,Hasslöv-Våxtorp,100
542,104005.0,Ränneslöv,,138107,Ränneslöv-Ysby,99.8499999999999
543,104006.0,Hishult,,138106,Hishult,99.9899999999999
544,104007.0,Laholm,,138101,Laholm,99.34
545,104008.0,Ysby,,138101,Laholm,2.56
546,104008.0,Ysby,,138107,Ränneslöv-Ysby,97.4399999999999
547,104009.0,Knäred,,138109,Knäred,99.9699999999999
548,104010.0,Eldsberga,,138003,Snöstorp,99.93
549,104011.0,Trönninge,,138002,Martin Luther,3.61
550,104011.0,Trönninge,,138003,Snöstorp,96.39
551,104012.0,Veinge-Tjärby,,138111,Veinge-Tjärby,99.93
552,104013.0,Harplinge,,138011,Harplinge,99.98
553,104014.0,Söndrum,2.0,138009,Söndrum-Vapnö,99.5199999999999
554,,,,138009,Söndrum-Vapnö,100.02
555,104015.0,Halmstads Martin Luther,,138002,Martin Luther,100
556,104016.0,Halmstads Sankt Nikolai,,138002,Martin Luther,2.19
557,104016.0,Halmstads Sankt Nikolai,,138001,S:t Nikolai,97.81
558,104017.0,Vapnö,,138009,Söndrum-Vapnö,100
559,104018.0,Snöstorp,,138003,Snöstorp,100
560,104019.0,Övraby,,138001,S:t Nikolai,100
561,104020.0,Tönnersjö,,138003,Snöstorp,100
562,104021.0,Steninge,,138012,Steninge,99.92
563,104022.0,Holm,,138001,S:t Nikolai,100
564,104023.0,Kvibille,,138019,Enslöv,3.39
565,104023.0,Kvibille,,138015,Slättåkra-Kvibille,96.5999999999999
566,104024.0,Rävinge,,138014,Getinge-Rävinge,99.9899999999999
567,104025.0,Getinge,,138014,Getinge-Rävinge,100
568,104026.0,Oskarström,,138005,Oskarström,100
569,104027.0,Breared,,138003,Snöstorp,100
570,104028.0,Enslöv,,138019,Enslöv,100
571,104029.0,Falkenberg,,138201,Falkenberg,99.95
572,104030.0,Eftra,,138206,Susedalen,100
573,104031.0,Slöinge,,138206,Susedalen,100
574,104032.0,Skrea,,138202,Skrea,99.9899999999999
575,104033.0,Asige,,138015,Slättåkra-Kvibille,1.63
576,104033.0,Asige,,138014,Getinge-Rävinge,2.73
577,104033.0,Asige,,138206,Susedalen,95.6299999999999
578,104034.0,Slättåkra,,138015,Slättåkra-Kvibille,99.8299999999999
579,104035.0,Torup,,131501,Torup,99.9399999999999
580,104036.0,Stafsinge,,138208,Stafsinge,99.7399999999999
581,104037.0,Morup,,138208,Stafsinge,1.23
582,104037.0,Morup,,138209,Morup,98.3499999999999
583,104038.0,Vinberg,,138213,Vessige,0.95
584,104038.0,Vinberg,,138211,Vinberg-Ljungby,99.01
585,104039.0,Årstad,,138206,Susedalen,99.8499999999999
586,104040.0,Ljungby,,138211,Vinberg-Ljungby,99.81
587,104041.0,Alfshög,,138213,Vessige,99.9899999999999
588,104042.0,Abild,,138206,Susedalen,100
589,104043.0,Vessige,,138206,Susedalen,2.6
590,104043.0,Vessige,,138213,Vessige,97.4
591,104044.0,Tvååker,,138311,Tvååker,99.9099999999999
592,104045.0,Spannarp,,138312,Spannarp,99.9899999999999
593,104046.0,Dagsås,,138310,Sibbarp-Dagsås,100
594,104047.0,Askome,,138213,Vessige,99.5699999999999
595,104048.0,Sibbarp,,138310,Sibbarp-Dagsås,99.9899999999999
596,104049.0,Köinge,,138217,Okome,99.9899999999999
597,104050.0,Okome,,138223,Ullared,0.54
598,104050.0,Okome,,138217,Okome,99.4599999999999
599,104051.0,Drängsered,,131501,Torup,100
600,104052.0,Krogsered,,138219,Krogsered,100
601,104053.0,Kinnared,,131501,Torup,100
602,104054.0,Varberg,,138302,Träslöv,1.27
603,104054.0,Varberg,,138301,Varberg,98.73
604,104055.0,Träslöv,,138311,Tvååker,1.59
605,104055.0,Träslöv,,138302,Träslöv,98.4099999999999
606,104056.0,Hunnestad,,138305,Himledalen,100
607,104057.0,Lindberg,,138313,Lindberga,100
608,104058.0,Grimeton,,138305,Himledalen,100
609,104059.0,Gödestad,,138305,Himledalen,100
610,104060.0,Rolfstorp,,138305,Himledalen,100
611,104061.0,Svartrå,,138223,Ullared,1.14
612,104061.0,Svartrå,,138217,Okome,98.8599999999999
613,104062.0,Gällared,,138219,Krogsered,8.27999999999999
614,104062.0,Gällared,,138218,Gällared,91.54
615,104063.0,Ullared,,138223,Ullared,100
616,104064.0,Gunnarp,,138220,Gunnarp,100
617,104065.0,Torpa,,138313,Lindberga,100
618,104066.0,Ås,,138320,Värö-Stråvalla,1.71
619,104066.0,Ås,,138313,Lindberga,5.17
620,104066.0,Ås,,138319,Veddige-Kungsäter,93.1299999999999
621,104067.0,Valinge,,138313,Lindberga,100
622,104068.0,Stamnared,,138313,Lindberga,99.9599999999999
623,104069.0,Skällinge,,138305,Himledalen,100
624,104070.0,Sällstorp,,138319,Veddige-Kungsäter,100
625,104071.0,Nösslinge,,138222,Källsjö,1.44
626,104071.0,Nösslinge,,138305,Himledalen,98.56
627,104072.0,Källsjö,,138222,Källsjö,100
628,104073.0,Fagered,,138223,Ullared,0.59
629,104073.0,Fagered,,138224,Älvsered,1.97
630,104073.0,Fagered,,138221,Fagered,97.4099999999999
631,104074.0,Värö,,138320,Värö-Stråvalla,100
632,104075.0,Stråvalla,,138320,Värö-Stråvalla,99.9899999999999
633,104076.0,Veddige,,138319,Veddige-Kungsäter,100
634,104077.0,Landa,,138407,Landa,99.9699999999999
635,104078.0,Frillesås,,138406,Frillesås,99.8599999999999
636,104079.0,Onsala,,138414,Onsala,99.8799999999999
637,104080.0,Ölmevalla,,138408,Ölmevalla,99.9599999999999
638,104081.0,Idala,,138410,Idala,100
639,104082.0,Gällinge,,138409,Gällinge,100
640,104083.0,Förlanda,,138412,Fjärås-Förlanda,100
641,104084.0,Vallda,,138405,Släp,1.94
642,104084.0,Vallda,,138404,Vallda,97.5199999999999
643,104085.0,Kungsbacka,,138401,Kungsbacka-Hanhals,99.4899999999999
644,104086.0,Hanhals,,138401,Kungsbacka-Hanhals,99.9699999999999
645,104087.0,Släp,,138415,Kullavik,42.68
646,104087.0,Släp,,138405,Släp,57.1599999999999
647,104088.0,Tölö,2.0,138402,Tölö,99.92
648,,,,138402,Tölö,99.9899999999999
649,104089.0,Fjärås,,138412,Fjärås-Förlanda,99.9899999999999
650,104090.0,Lindome,,148103,Lindome,99.9399999999999
651,104091.0,Älvsåker,,138403,Älvsåker,99.84
652,105001.0,Markaryd,,076701,Markaryd,100
653,105002.0,Tingsås,,076307,Urshult,0.85
654,105002.0,Tingsås,,076301,Tingsås,99.15
655,105003.0,Gullabo,,083401,Gullabo,99.8199999999999
656,105004.0,Torsås,,083402,Torsås,100
657,105005.0,Söderåkra,,083404,Söderåkra,99.98
658,105006.0,Halltorp,,088011,Halltorp-Voxtorp,100
659,105007.0,Traryd,,076703,Traryd,100
660,105008.0,Hallaryd,,076505,Göteryd,2.18
661,105008.0,Hallaryd,,076507,Hallaryd,97.8199999999999
662,105009.0,Göteryd,,076505,Göteryd,99.8799999999999
663,105010.0,Älmhult,,076506,Pjätteryd,3.03
664,105010.0,Älmhult,,076501,Älmhult,96.8299999999999
665,105011.0,Härlunda,,076502,Härlunda,99.79
666,105012.0,Almundsryd,,076302,Almundsryd,100
667,105013.0,Urshult,,076307,Urshult,99.9899999999999
668,105014.0,Södra Sandsjö,,076305,Södra Sandsjö,99.9899999999999
669,105015.0,Älmeboda,,076303,Älmeboda,100
670,105016.0,Långasjö,,086204,Långasjö,100
671,105017.0,Vissefjärda,,086202,Vissefjärda,99.9899999999999
672,105018.0,Karlslunda,,088013,Karlslunda-Mortorp,100
673,105019.0,Arby,,088009,Arby-Hagby,100
674,105020.0,Voxtorp,,088009,Arby-Hagby,6.14
675,105020.0,Voxtorp,,088011,Halltorp-Voxtorp,93.8599999999999
676,105021.0,Hagby,,088008,Ljungby,1.79
677,105021.0,Hagby,,088009,Arby-Hagby,98.2099999999999
678,105022.0,Hinneryd,,076702,Hinneryd,99.9699999999999
679,105023.0,Pjätteryd,,076506,Pjätteryd,100
680,105024.0,Stenbrohult,,076504,Stenbrohult,99.9899999999999
681,105025.0,Virestad,,076503,Virestad,99.98
682,105026.0,Västra Torsås,,076411,Västra Torsås,99.9899999999999
683,105027.0,Väckelsång,,076306,Väckelsång,100
684,105028.0,Linneryd,,076304,Linneryd,99.7
685,105029.0,Emmaboda,,086201,Emmaboda,99.87
686,105030.0,Oskar,,088108,Oskar,100
687,105031.0,Mortorp,,088013,Karlslunda-Mortorp,100
688,105032.0,Hossmo,,088008,Ljungby,1.05
689,105032.0,Hossmo,,088015,Kalmar S:t Johannes,7.34
690,105032.0,Hossmo,,088004,Hossmo,91.6099999999999
691,105033.0,Kalmar Sankt Johannes,,088015,Kalmar S:t Johannes,100
692,105034.0,Kalmar domkyrkodistrikt,,088015,Kalmar S:t Johannes,13.42
693,105034.0,Kalmar domkyrkodistrikt,,088001,Kalmar domkyrkoförsamling,86.5799999999999
694,105035.0,Vrå,,078115,Vrå,99.9899999999999
695,105036.0,Torpa,,078114,Torpa,99.9399999999999
696,105037.0,Nöttja,,078107,Södra Ljunga,99.98
697,105038.0,Hamneda,,078107,Södra Ljunga,100
698,105039.0,Södra Ljunga,,078107,Södra Ljunga,99.7099999999999
699,105040.0,Agunnaryd,,078102,Agunnaryd,99.89
700,105041.0,Skatelöv,2.0,076409,Vislanda,1.04
701,,,,076410,Skatelöv,98.92
702,,,,076410,Skatelöv,100
703,105042.0,Kalvsvik,,076410,Skatelöv,8.23
704,105042.0,Kalvsvik,,078012,Kalvsvik,91.7699999999999
705,105043.0,Jät,,078008,Ingelstad,99.9899999999999
706,105044.0,Uråsa,,078008,Ingelstad,100
707,105045.0,Östra Torsås,,078008,Ingelstad,100
708,105046.0,Nöbbele,,078008,Ingelstad,100
709,105047.0,Ljuder,,076104,Ljuder,100
710,105048.0,Algutsboda,,086203,Algutsboda,99.92
711,105049.0,Örsjö,,088106,Örsjö,100
712,105050.0,Nybro,,088105,Madesjö,1.86
713,105050.0,Nybro,,088101,Nybro-S:t Sigfrid,98.14
714,105051.0,Sankt Sigfrid,2.0,088101,Nybro-S:t Sigfrid,99.9599999999999
715,105051.0,Sankt Sigfrid,2.0,088101,Nybro-S:t Sigfrid,99.9599999999999
716,105052.0,Ljungby,,088015,Kalmar S:t Johannes,0.91
717,105052.0,Ljungby,,088008,Ljungby,98.9899999999999
718,105053.0,Dörby,,088008,Ljungby,0.62
719,105053.0,Dörby,,088003,Dörby,99.3299999999999
720,105054.0,Förlösa-Kläckeberga,,088005,Ryssby,2.77
721,105054.0,Förlösa-Kläckeberga,,088018,Två systrar,3.23
722,105054.0,Förlösa-Kläckeberga,,088006,Åby,11.82
723,105054.0,Förlösa-Kläckeberga,,088002,Förlösa-Kläckeberga,82.1599999999999
724,105055.0,Kalmar Heliga Korset,,088001,Kalmar domkyrkoförsamling,1.78
725,105055.0,Kalmar Heliga Korset,,088017,S:ta Birgitta,3.61
726,105055.0,Kalmar Heliga Korset,,088016,Heliga Korset,94.5999999999999
727,105056.0,Kalmar Sankta Birgitta,,088017,S:ta Birgitta,100
728,105057.0,Kalmar Två systrar,,088017,S:ta Birgitta,1.43
729,105057.0,Kalmar Två systrar,,088018,Två systrar,98.5199999999999
730,105058.0,Lidhult,,078116,Lidhult,100
731,105059.0,Annerstad,,078114,Torpa,1.8
732,105059.0,Annerstad,,078112,Annerstad,98.1899999999999
733,105060.0,Kånna,,078107,Södra Ljunga,99.98
734,105061.0,Vislanda,,076409,Vislanda,99.98
735,105062.0,Blädinge,,076408,Blädinge,99.98
736,105063.0,Vederslöv,,078015,Vederslöv,100
737,105064.0,Tävelsås,,078013,Tävelsås,99.98
738,105065.0,Dänningelanda,,078001,Växjö stads- och domkyrkoförsamling,10.35
739,105065.0,Dänningelanda,,078015,Vederslöv,89.17
740,105066.0,Teleborg,,078001,Växjö stads- och domkyrkoförsamling,99.9599999999999
741,105067.0,Hovmantorp,,076102,Hovmantorp,99.9099999999999
742,105068.0,Lessebo,,076101,Lessebo,99.6599999999999
743,105069.0,Ekeberga,,076103,Ekeberga,100
744,105070.0,Madesjö,,088105,Madesjö,99.53
745,105071.0,Kristvalla,,088104,Kristvalla,100
746,105072.0,Åby,,088005,Ryssby,1.07
747,105072.0,Åby,,088006,Åby,98.9
748,105073.0,Femsjö,,131506,Femsjö,99.87
749,105074.0,Odensjö,,078117,Odensjö,100
750,105075.0,Angelstad,,078111,Angelstad,99.92
751,105076.0,Ljungby,,078120,Ljungby Maria,35.9699999999999
752,105076.0,Ljungby,,078101,Ljungby,64.01
753,105077.0,Tutaryd,,078104,Tutaryd,99.9899999999999
754,105078.0,Ryssby,,078104,Tutaryd,0.6
755,105078.0,Ryssby,,078103,Ryssby,99.39
756,105079.0,Hjortsberga-Kvenneberga,,076401,Alvesta,100
757,105080.0,Alvesta,,076401,Alvesta,99.9899999999999
758,105081.0,Öja,,078018,Öjaby,1.15
759,105081.0,Öja,,078016,Gemla,98.8499999999999
760,105082.0,Bergunda,,078001,Växjö stads- och domkyrkoförsamling,9.78999999999999
761,105082.0,Bergunda,,078016,Gemla,11.19
762,105082.0,Bergunda,,078018,Öjaby,78.9399999999999
763,105083.0,Växjö domkyrkodistrikt,,078001,Växjö stads- och domkyrkoförsamling,99.9599999999999
764,105084.0,Öjaby,,078018,Öjaby,99.9
765,105085.0,Skogslyckan,,078001,Växjö stads- och domkyrkoförsamling,99.98
766,105086.0,Hemmesjö-Tegnaby,,078020,Gårdsby,0.9
767,105086.0,Hemmesjö-Tegnaby,,078008,Ingelstad,1.48
768,105086.0,Hemmesjö-Tegnaby,,078007,Hemmesjö-Furuby,97.62
769,105087.0,Furuby,,078007,Hemmesjö-Furuby,100
770,105088.0,Herråkra,,076003,Lenhovda-Herråkra,100
771,105089.0,Hälleberga,,088105,Madesjö,0.52
772,105089.0,Hälleberga,,088109,Hälleberga,99.48
773,105090.0,Bäckebo,,088103,Bäckebo,100
774,105091.0,Ryssby,,088005,Ryssby,99.98
775,105092.0,Färgaryd,,131504,Långaryd,1.4
776,105092.0,Färgaryd,,131505,Färgaryd,98.5999999999999
777,105093.0,Södra Unnaryd,,131507,Unnaryd,100
778,105094.0,Bolmsö,,078118,Bolmsö,100
779,105095.0,Berga,,078108,Berga,99.9599999999999
780,105096.0,Tannåker,,078119,Tannåker,100
781,105097.0,Vittaryd,,078110,Vittaryd,99.9899999999999
782,105098.0,Dörarp,,078109,Dörarp,99.98
783,105099.0,Rydaholm,,078108,Berga,1.07
784,105099.0,Rydaholm,,068312,Rydaholm,98.92
785,105100.0,Mistelås,,076407,Mistelås,99.9899999999999
786,105101.0,Lekaryd,,076401,Alvesta,100
787,105102.0,Härlöv,,078018,Öjaby,1.36
788,105102.0,Härlöv,,076401,Alvesta,98.64
789,105103.0,Växjö Maria,,078001,Växjö stads- och domkyrkoförsamling,99.84
790,105104.0,Ör,,078018,Öjaby,100
791,105105.0,Ormesberga,,078018,Öjaby,100
792,105106.0,Tjureda,,078021,Söraby,100
793,105107.0,Gårdsby,,078020,Gårdsby,99.93
794,105108.0,Dädesjö,,078006,Dädesjö,100
795,105109.0,Lenhovda,,076003,Lenhovda-Herråkra,100
796,105110.0,Älghult,,076005,Älghult,100
797,105111.0,Kråksmåla,,088102,Kråksmåla,99.65
798,105112.0,Ålem,,086103,Ålem,100
799,105113.0,Gryteryd,,066210,Burseryd,100
800,105114.0,Långaryd,,131504,Långaryd,99.7099999999999
801,105115.0,Jälluntofta,,131507,Unnaryd,100
802,105116.0,Kållerstad,,066216,Västbo Sankt Sigfrid,100
803,105117.0,Ås,,066216,Västbo Sankt Sigfrid,100
804,105118.0,Torskinge,,066216,Västbo Sankt Sigfrid,1.01
805,105118.0,Torskinge,,068306,Forshedabygden,98.9899999999999
806,105119.0,Dannäs,,068306,Forshedabygden,100
807,105120.0,Hånger,,068306,Forshedabygden,100
808,105121.0,Tånnö,,068309,Tånnö,99.98
809,105122.0,Voxtorp,,068310,Voxtorp,100
810,105123.0,Slätthög,,076406,Slätthög,100
811,105124.0,Moheda,,076405,Moheda,99.9099999999999
812,105125.0,Berg,,078024,Lammhult,100
813,105126.0,Tolg,,078021,Söraby,100
814,105127.0,Söraby,,078021,Söraby,99.9899999999999
815,105128.0,Drev,,078003,Sjösås,99.95
816,105129.0,Sjösås,,078003,Sjösås,99.89
817,105130.0,Långemåla,,082102,Högsby,3.33
818,105130.0,Långemåla,,082103,Långemåla,96.67
819,105131.0,Mönsterås,,086103,Ålem,0.61
820,105131.0,Mönsterås,,086101,Mönsterås,99.39
821,105132.0,Södra Hestra,2.0,066210,Burseryd,100
822,,,,066210,Burseryd,100
823,105133.0,Reftele,,066216,Västbo Sankt Sigfrid,99.9899999999999
824,105134.0,Bredaryd,,068302,Bredaryd,99.93
825,105135.0,Forsheda,,068303,Kulltorp,1.84
826,105135.0,Forsheda,,068306,Forshedabygden,98.1599999999999
827,105136.0,Kärda,,068306,Forshedabygden,99.9899999999999
828,105137.0,Gällaryd,,068311,Gällaryd,99.98
829,105138.0,Aneboda,,078024,Lammhult,100
830,105139.0,Asa,,078024,Lammhult,100
831,105140.0,Hornaryd,,078003,Sjösås,100
832,105141.0,Ramkvilla,,068521,Lannaskede,100
833,105142.0,Nottebäck,,076004,Nottebäck,99.9899999999999
834,105143.0,Åseda,,076001,Åseda,100
835,105144.0,Fagerhult,,082104,Fagerhult,100
836,105145.0,Fågelfors,,082101,Fågelfors,100
837,105146.0,Högsby,,082102,Högsby,99.9899999999999
838,105147.0,Fliseryd,,086102,Fliseryd,100
839,105148.0,Burseryd,,066210,Burseryd,100
840,105149.0,Villstad,2.0,066209,Villstad,99.56
841,105149.0,Villstad,2.0,066209,Villstad,100
842,105150.0,Kulltorp,,068303 och 061704,Kulltorp och Kulltorp,17 och 83
843,105151.0,Värnamo,,068301,Värnamo,99.7999999999999
844,105152.0,Fryele,,068313,Nydala-Fryele,100
845,105153.0,Hjälmseryd,,068406,Hjälmseryd,99.95
846,105154.0,Nydala,,068313,Nydala-Fryele,100
847,105155.0,Stockaryd,,068408,Hultsjö,0.53
848,105155.0,Stockaryd,,068407,Stockaryd,99.2199999999999
849,105156.0,Hultsjö,,068407,Stockaryd,0.65
850,105156.0,Hultsjö,,068408,Hultsjö,99.3499999999999
851,105157.0,Fröderyd,,068521,Lannaskede,100
852,105158.0,Bäckaby,,068521,Lannaskede,100
853,105159.0,Södra Solberga,,068509,Korsberga,99.9899999999999
854,105160.0,Korsberga,,068509,Korsberga,99.51
855,105161.0,Lemnhult,,068514,"Nye, Näshult och Stenberga",1.51
856,105161.0,Lemnhult,,068509,Korsberga,98.4899999999999
857,105162.0,Näshult,,068514,"Nye, Näshult och Stenberga",100
858,105163.0,Virserum,,086005,Virserum,99.9599999999999
859,105164.0,Döderhult,,088203,Misterhult,15.7799999999999
860,105164.0,Döderhult,,088205,Döderhult,84.2099999999999
861,105165.0,Oskarshamn,,088201,Oskarshamn,26.84
862,105165.0,Oskarshamn,,088203,Misterhult,34.3699999999999
863,105165.0,Oskarshamn,,088205,Döderhult,38.7999999999999
864,105166.0,Bosebo,,066202,Våthult,1.2
865,105166.0,Bosebo,,066203,Bosebo,98.7999999999999
866,105167.0,Våthult,,066202,Våthult,99.9899999999999
867,105168.0,Gislaved,,066204,Anderstorp,0.54
868,105168.0,Gislaved,,066201,Gislaved,99.4599999999999
869,105169.0,Anderstorp,,066204,Anderstorp,99.9699999999999
870,105170.0,Gnosjö,,061705,Gnosjö,100
871,105171.0,Kävsjö,,061703,Kävsjö,99.9899999999999
872,105172.0,Hagshult,,066503,Skillingaryd,100
873,105173.0,Vrigstad,,068403,Vrigstad-Hylletofta,99.98
874,105174.0,Hjärtlanda,,068401,Sävsjö,100
875,105175.0,Skepperstad,,068401,Sävsjö,100
876,105176.0,Lannaskede,,068521,Lannaskede,100
877,105177.0,Myresjö,,068520,Nävelsjö,1.95
878,105177.0,Myresjö,,068521,Lannaskede,98.0499999999999
879,105178.0,Bäckseda,,068501,Vetlanda,2.6
880,105178.0,Bäckseda,,068503,Bäckseda,97.4
881,105179.0,Nye,,068514,"Nye, Näshult och Stenberga",99.8599999999999
882,105180.0,Stenberga,,068514,"Nye, Näshult och Stenberga",100
883,105181.0,Skirö,,068514,"Nye, Näshult och Stenberga",6.03
884,105181.0,Skirö,,068515,Alseda,93.9699999999999
885,105182.0,Tveta,,086005,Virserum,0.58
886,105182.0,Tveta,,086008,Mörlunda-Tveta,99.42
887,105183.0,Mörlunda,,086008,Mörlunda-Tveta,99.9899999999999
888,105184.0,Källeryd,,061701,Källeryd,99.98
889,105185.0,Norra Hestra,,066208,Norra Hestra,100
890,105186.0,Åsenhöga,,061702,Åsenhöga,99.9899999999999
891,105187.0,Åker,,066503,Skillingaryd,99.9399999999999
892,105188.0,Tofteryd,,066503,Skillingaryd,100
893,105189.0,Svenarum,,068209,Malmbäck,1.01
894,105189.0,Svenarum,,066506,Svenarum,98.98
895,105190.0,Hylletofta,,068403,Vrigstad-Hylletofta,99.9899999999999
896,105191.0,Sävsjö,,068401,Sävsjö,100
897,105192.0,Nävelsjö,,068520,Nävelsjö,100
898,105193.0,Näsby,,068504,Näsby,100
899,105194.0,Vetlanda,,068501,Vetlanda,99.45
900,105195.0,Alseda,,068515,Alseda,100
901,105196.0,Ökna,,068515,Alseda,100
902,105197.0,Järeda,,086004,Järeda,100
903,105198.0,Målilla-Gårdveda,,086003,Målilla med Gårdveda,100
904,105199.0,Kristdala,,088205,Döderhult,99.95
905,105200.0,Öreryd,,066208,Norra Hestra,99.9899999999999
906,105201.0,Valdshult,,066208,Norra Hestra,100
907,105202.0,Stengårdshult,,066208,Norra Hestra,100
908,105203.0,Byarum,,066501,Byarum-Bondstorp,100
909,105204.0,Bringetofta,,068401,Sävsjö,0.59
910,105204.0,Bringetofta,,068204,Bringetofta,99.4
911,105205.0,Norra Sandsjö,,068203,Norra Sandsjö,99.9699999999999
912,105206.0,Björkö,,068501,Vetlanda,0.94
913,105206.0,Björkö,,068519,Björkö,98.75
914,105207.0,Mellby,,068608,Mellby,100
915,105208.0,Skede,,068501,Vetlanda,1.19
916,105208.0,Skede,,068515,Alseda,98.81
917,105209.0,Kråkshult,,068515,Alseda,1.34
918,105209.0,Kråkshult,,068602,Hässleby-Kråkshult,98.6599999999999
919,105210.0,Karlstorp,,068515,Alseda,100
920,105211.0,Hultsfred,,086001,Hultsfred,100
921,105212.0,Lönneberga,,086002,Lönneberga,100
922,105213.0,Vena,,086006,Vena,100
923,105214.0,Tuna,,088409,Tuna,99.9899999999999
924,105215.0,Misterhult,,088205,Döderhult,0.55
925,105215.0,Misterhult,,088303,Gladhammar-Västrum,0.91
926,105215.0,Misterhult,,088203,Misterhult,98.54
927,105216.0,Norra Unnaryd,,068021,Norra Mo,100
928,105217.0,Bondstorp,,066501,Byarum-Bondstorp,99.9899999999999
929,105218.0,Ödestugu,,068017,Ödestugu,100
930,105219.0,Malmbäck,,068209,Malmbäck,99.98
931,105220.0,Almesåkra,,068210,Almesåkra,99.98
932,105221.0,Nässjö,,068201,Nässjö,99.98
